date,title,url,change,compare_base,index_value,basket_index,products,event,vegetable_price,pork_price,beef_price,mutton_price,egg_price,chicken_price,fish_price,apple_price,banana_price,year,month,day,weekday,quarter,day_of_year,ma_7,ma_15,ma_30,change_percent,volatility,index_value_scaled
2023-12-13,"12月13日：""农产品批发价格200指数""比昨天上升4.37个点",https://www.agri.cn/V20/ZX/nyyw/2023/12/t20231213_22780838.htm,4.37,昨天,150.18,151.99,"{'vegetable': {'name': '蔬菜', 'price': 7.06, 'change_percent': 5.0, 'unit': '元/公斤'}, 'pork': {'name': '猪肉', 'price': 26.55, 'change_percent': 1.8, 'unit': '元/公斤'}, 'beef': {'name': '牛肉', 'price': 91.16, 'change_percent': 2.4, 'unit': '元/公斤'}, 'mutton': {'name': '羊肉', 'price': 80.59, 'change_percent': 1.5, 'unit': '元/公斤'}, 'egg': {'name': '鸡蛋', 'price': 12.88, 'change_percent': -0.8, 'unit': '元/公斤'}, 'chicken': {'name': '白条鸡', 'price': 21.61, 'change_percent': 0.3, 'unit': '元/公斤'}, 'fish': {'name': '活鲤鱼', 'price': 16.15, 'change_percent': 1.0, 'unit': '元/公斤'}, 'apple': {'name': '富士苹果', 'price': 11.28, 'change_percent': 2.4, 'unit': '元/公斤'}, 'banana': {'name': '香蕉', 'price': 7.35, 'change_percent': 2.3, 'unit': '元/公斤'}}",,7.06,26.55,91.16,80.59,12.88,21.61,16.15,11.28,7.35,2023,12,13,2,4,347,164.3942857142857,186.21200000000002,237.098,2.9098415235051274,0.3048340688371623,0.5654631860162986
2023-12-14,"12月14日：""农产品批发价格200指数""比昨天上升4.25个点",https://www.agri.cn/V20/ZX/nyyw/2023/12/t20231214_53002477.htm,4.25,昨天,145.81,147.56,"{'vegetable': {'name': '蔬菜', 'price': 6.93, 'change_percent': 3.1, 'unit': '元/公斤'}, 'pork': {'name': '猪肉', 'price': 26.89, 'change_percent': 3.2, 'unit': '元/公斤'}, 'beef': {'name': '牛肉', 'price': 91.72, 'change_percent': 3.1, 'unit': '元/公斤'}, 'mutton': {'name': '羊肉', 'price': 80.14, 'change_percent': 1.0, 'unit': '元/公斤'}, 'egg': {'name': '鸡蛋', 'price': 13.02, 'change_percent': 0.3, 'unit': '元/公斤'}, 'chicken': {'name': '白条鸡', 'price': 21.62, 'change_percent': 0.3, 'unit': '元/公斤'}, 'fish': {'name': '活鲤鱼', 'price': 16.01, 'change_percent': 0.1, 'unit': '元/公斤'}, 'apple': {'name': '富士苹果', 'price': 11.54, 'change_percent': 4.8, 'unit': '元/公斤'}, 'banana': {'name': '香蕉', 'price': 7.31, 'change_percent': 1.7, 'unit': '元/公斤'}}",,6.93,26.89,91.72,80.14,13.02,21.62,16.01,11.54,7.31,2023,12,14,3,4,348,159.60714285714286,180.78866666666667,230.29666666666665,2.914752074617653,0.29560269346026535,0.5266715310220554
2023-12-15,"12月15日：""农产品批发价格200指数""比昨天上升4.12个点",https://www.agri.cn/V20/ZX/nyyw/2023/12/t20231215_36258675.htm,4.12,昨天,141.56,143.26,"{'vegetable': {'name': '蔬菜', 'price': 6.88, 'change_percent': 2.4, 'unit': '元/公斤'}, 'pork': {'name': '猪肉', 'price': 27.19, 'change_percent': 4.3, 'unit': '元/公斤'}, 'beef': {'name': '牛肉', 'price': 91.0, 'change_percent': 2.3, 'unit': '元/公斤'}, 'mutton': {'name': '羊肉', 'price': 81.7, 'change_percent': 2.9, 'unit': '元/公斤'}, 'egg': {'name': '鸡蛋', 'price': 12.93, 'change_percent': -0.3, 'unit': '元/公斤'}, 'chicken': {'name': '白条鸡', 'price': 21.6, 'change_percent': 0.2, 'unit': '元/公斤'}, 'fish': {'name': '活鲤鱼', 'price': 16.27, 'change_percent': 1.8, 'unit': '元/公斤'}, 'apple': {'name': '富士苹果', 'price': 11.47, 'change_percent': 4.2, 'unit': '元/公斤'}, 'banana': {'name': '香蕉', 'price': 7.42, 'change_percent': 3.3, 'unit': '元/公斤'}}",,6.88,27.19,91.0,81.7,12.93,21.6,16.27,11.47,7.42,2023,12,15,4,4,349,154.95857142857145,175.52333333333334,223.69333333333333,2.910426674201752,0.2878491668515908,0.48894509309859246
2023-12-16,"12月16日：""农产品批发价格200指数""比昨天上升4.00个点",https://www.agri.cn/V20/ZX/nyyw/2023/12/t20231216_97291298.htm,4.0,昨天,137.44,139.09,"{'vegetable': {'name': '蔬菜', 'price': 6.83, 'change_percent': 1.7, 'unit': '元/公斤'}, 'pork': {'name': '猪肉', 'price': 26.05, 'change_percent': -0.1, 'unit': '元/公斤'}, 'beef': {'name': '牛肉', 'price': 89.87, 'change_percent': 1.0, 'unit': '元/公斤'}, 'mutton': {'name': '羊肉', 'price': 81.23, 'change_percent': 2.4, 'unit': '元/公斤'}, 'egg': {'name': '鸡蛋', 'price': 12.99, 'change_percent': 0.1, 'unit': '元/公斤'}, 'chicken': {'name': '白条鸡', 'price': 21.74, 'change_percent': 0.9, 'unit': '元/公斤'}, 'fish': {'name': '活鲤鱼', 'price': 16.38, 'change_percent': 2.5, 'unit': '元/公斤'}, 'apple': {'name': '富士苹果', 'price': 11.1, 'change_percent': 0.8, 'unit': '元/公斤'}, 'banana': {'name': '香蕉', 'price': 7.34, 'change_percent': 2.2, 'unit': '元/公斤'}}",,6.83,26.05,89.87,81.23,12.99,21.74,16.38,11.1,7.34,2023,12,16,5,4,350,150.4457142857143,170.41133333333335,217.25866666666664,2.910360884749709,0.2809168661976329,0.4523726403351413
2023-12-17,"12月17日：""农产品批发价格200指数""比昨天上升3.89个点",https://www.agri.cn/V20/ZX/nyyw/2023/12/t20231217_39883497.htm,3.89,昨天,133.44,135.04,"{'vegetable': {'name': '蔬菜', 'price': 6.68, 'change_percent': -0.6, 'unit': '元/公斤'}, 'pork': {'name': '猪肉', 'price': 27.21, 'change_percent': 4.4, 'unit': '元/公斤'}, 'beef': {'name': '牛肉', 'price': 90.68, 'change_percent': 1.9, 'unit': '元/公斤'}, 'mutton': {'name': '羊肉', 'price': 81.59, 'change_percent': 2.8, 'unit': '元/公斤'}, 'egg': {'name': '鸡蛋', 'price': 13.37, 'change_percent': 3.0, 'unit': '元/公斤'}, 'chicken': {'name': '白条鸡', 'price': 21.87, 'change_percent': 1.5, 'unit': '元/公斤'}, 'fish': {'name': '活鲤鱼', 'price': 16.06, 'change_percent': 0.5, 'unit': '元/公斤'}, 'apple': {'name': '富士苹果', 'price': 11.37, 'change_percent': 3.4, 'unit': '元/公斤'}, 'banana': {'name': '香蕉', 'price': 7.3, 'change_percent': 1.7, 'unit': '元/公斤'}}",,6.68,27.21,90.68,81.59,13.37,21.87,16.06,11.37,7.3,2023,12,17,6,4,351,146.06428571428572,165.44866666666667,211.01166666666668,2.9151678657074345,0.2717141354964538,0.41686540464247024
2023-12-18,"12月18日：""农产品批发价格200指数""比昨天上升3.77个点",https://www.agri.cn/V20/ZX/nyyw/2023/12/t20231218_31749881.htm,3.77,昨天,129.55,131.11,"{'vegetable': {'name': '蔬菜', 'price': 6.59, 'change_percent': -1.8, 'unit': '元/公斤'}, 'pork': {'name': '猪肉', 'price': 26.07, 'change_percent': 0.0, 'unit': '元/公斤'}, 'beef': {'name': '牛肉', 'price': 91.83, 'change_percent': 3.2, 'unit': '元/公斤'}, 'mutton': {'name': '羊肉', 'price': 80.36, 'change_percent': 1.3, 'unit': '元/公斤'}, 'egg': {'name': '鸡蛋', 'price': 13.47, 'change_percent': 3.8, 'unit': '元/公斤'}, 'chicken': {'name': '白条鸡', 'price': 21.92, 'change_percent': 1.7, 'unit': '元/公斤'}, 'fish': {'name': '活鲤鱼', 'price': 16.37, 'change_percent': 2.4, 'unit': '元/公斤'}, 'apple': {'name': '富士苹果', 'price': 10.91, 'change_percent': -0.8, 'unit': '元/公斤'}, 'banana': {'name': '香蕉', 'price': 7.28, 'change_percent': 1.4, 'unit': '元/公斤'}}",,6.59,26.07,91.83,80.36,13.47,21.92,16.37,10.91,7.28,2023,12,18,0,4,352,141.81,160.63,204.9466666666667,2.9100733307603237,0.26476404589750213,0.38233461793134776
2023-12-19,"12月19日：""农产品批发价格200指数""比昨天上升3.66个点",https://www.agri.cn/V20/ZX/nyyw/2023/12/t20231219_62803079.htm,3.66,昨天,125.78,127.29,"{'vegetable': {'name': '蔬菜', 'price': 6.99, 'change_percent': 4.0, 'unit': '元/公斤'}, 'pork': {'name': '猪肉', 'price': 26.27, 'change_percent': 0.8, 'unit': '元/公斤'}, 'beef': {'name': '牛肉', 'price': 91.82, 'change_percent': 3.2, 'unit': '元/公斤'}, 'mutton': {'name': '羊肉', 'price': 79.59, 'change_percent': 0.3, 'unit': '元/公斤'}, 'egg': {'name': '鸡蛋', 'price': 13.62, 'change_percent': 5.0, 'unit': '元/公斤'}, 'chicken': {'name': '白条鸡', 'price': 21.66, 'change_percent': 0.6, 'unit': '元/公斤'}, 'fish': {'name': '活鲤鱼', 'price': 16.43, 'change_percent': 2.8, 'unit': '元/公斤'}, 'apple': {'name': '富士苹果', 'price': 11.4, 'change_percent': 3.6, 'unit': '元/公斤'}, 'banana': {'name': '香蕉', 'price': 7.52, 'change_percent': 4.7, 'unit': '元/公斤'}}",,6.99,26.27,91.82,79.59,13.62,21.66,16.43,11.4,7.52,2023,12,19,1,4,353,137.68,155.95200000000003,199.05833333333334,2.909842582286532,0.2562179132059944,0.34886904829100523
2023-12-20,"12月20日：""农产品批发价格200指数""比昨天上升3.56个点",https://www.agri.cn/V20/ZX/nyyw/2023/12/t20231220_46237126.htm,3.56,昨天,122.12,123.58,"{'vegetable': {'name': '蔬菜', 'price': 6.89, 'change_percent': 2.5, 'unit': '元/公斤'}, 'pork': {'name': '猪肉', 'price': 26.33, 'change_percent': 1.1, 'unit': '元/公斤'}, 'beef': {'name': '牛肉', 'price': 90.34, 'change_percent': 1.6, 'unit': '元/公斤'}, 'mutton': {'name': '羊肉', 'price': 81.12, 'change_percent': 2.3, 'unit': '元/公斤'}, 'egg': {'name': '鸡蛋', 'price': 12.98, 'change_percent': 0.1, 'unit': '元/公斤'}, 'chicken': {'name': '白条鸡', 'price': 22.1, 'change_percent': 2.6, 'unit': '元/公斤'}, 'fish': {'name': '活鲤鱼', 'price': 16.6, 'change_percent': 3.9, 'unit': '元/公斤'}, 'apple': {'name': '富士苹果', 'price': 11.32, 'change_percent': 2.9, 'unit': '元/公斤'}, 'banana': {'name': '香蕉', 'price': 7.42, 'change_percent': 3.3, 'unit': '元/公斤'}}",,6.89,26.33,90.34,81.12,12.98,22.1,16.6,11.32,7.42,2023,12,20,2,4,354,133.67142857142858,151.41066666666666,193.34166666666667,2.9151654110710776,0.2485769019649501,0.31637992763221123
2023-12-21,"12月21日：""农产品批发价格200指数""比昨天上升3.45个点",https://www.agri.cn/V20/ZX/nyyw/2023/12/t20231221_18181070.htm,3.45,昨天,118.56,119.99,"{'vegetable': {'name': '蔬菜', 'price': 6.64, 'change_percent': -1.2, 'unit': '元/公斤'}, 'pork': {'name': '猪肉', 'price': 26.68, 'change_percent': 2.4, 'unit': '元/公斤'}, 'beef': {'name': '牛肉', 'price': 90.37, 'change_percent': 1.6, 'unit': '元/公斤'}, 'mutton': {'name': '羊肉', 'price': 81.72, 'change_percent': 3.0, 'unit': '元/公斤'}, 'egg': {'name': '鸡蛋', 'price': 13.22, 'change_percent': 1.9, 'unit': '元/公斤'}, 'chicken': {'name': '白条鸡', 'price': 21.9, 'change_percent': 1.7, 'unit': '元/公斤'}, 'fish': {'name': '活鲤鱼', 'price': 16.18, 'change_percent': 1.3, 'unit': '元/公斤'}, 'apple': {'name': '富士苹果', 'price': 11.54, 'change_percent': 4.9, 'unit': '元/公斤'}, 'banana': {'name': '香蕉', 'price': 7.27, 'change_percent': 1.2, 'unit': '元/公斤'}}",,6.64,26.68,90.37,81.72,13.22,21.9,16.18,11.54,7.27,2023,12,21,3,4,355,129.77857142857144,147.00133333333332,187.77300000000002,2.909919028340081,0.24079234286199677,0.284778487865734
2023-12-22,"12月22日：""农产品批发价格200指数""比昨天上升3.35个点",https://www.agri.cn/V20/ZX/nyyw/2023/12/t20231222_67875394.htm,3.35,昨天,115.11,116.49,"{'vegetable': {'name': '蔬菜', 'price': 7.05, 'change_percent': 5.0, 'unit': '元/公斤'}, 'pork': {'name': '猪肉', 'price': 26.39, 'change_percent': 1.3, 'unit': '元/公斤'}, 'beef': {'name': '牛肉', 'price': 91.12, 'change_percent': 2.5, 'unit': '元/公斤'}, 'mutton': {'name': '羊肉', 'price': 80.37, 'change_percent': 1.4, 'unit': '元/公斤'}, 'egg': {'name': '鸡蛋', 'price': 12.99, 'change_percent': 0.2, 'unit': '元/公斤'}, 'chicken': {'name': '白条鸡', 'price': 22.29, 'change_percent': 3.5, 'unit': '元/公斤'}, 'fish': {'name': '活鲤鱼', 'price': 15.96, 'change_percent': -0.1, 'unit': '元/公斤'}, 'apple': {'name': '富士苹果', 'price': 11.3, 'change_percent': 2.8, 'unit': '元/公斤'}, 'banana': {'name': '香蕉', 'price': 7.07, 'change_percent': -1.5, 'unit': '元/公斤'}}",,7.05,26.39,91.12,80.37,12.99,22.29,15.96,11.3,7.07,2023,12,22,4,4,356,126.0,142.72066666666666,182.33966666666666,2.9102597515420032,0.23462229017643832,0.2541534970808052
2023-12-23,"12月23日：""农产品批发价格200指数""比昨天上升3.26个点",https://www.agri.cn/V20/ZX/nyyw/2023/12/t20231223_87508548.htm,3.26,昨天,111.76,113.1,"{'vegetable': {'name': '蔬菜', 'price': 6.68, 'change_percent': -0.6, 'unit': '元/公斤'}, 'pork': {'name': '猪肉', 'price': 26.84, 'change_percent': 3.0, 'unit': '元/公斤'}, 'beef': {'name': '牛肉', 'price': 89.83, 'change_percent': 1.1, 'unit': '元/公斤'}, 'mutton': {'name': '羊肉', 'price': 81.9, 'change_percent': 3.3, 'unit': '元/公斤'}, 'egg': {'name': '鸡蛋', 'price': 13.08, 'change_percent': 0.9, 'unit': '元/公斤'}, 'chicken': {'name': '白条鸡', 'price': 21.68, 'change_percent': 0.7, 'unit': '元/公斤'}, 'fish': {'name': '活鲤鱼', 'price': 16.17, 'change_percent': 1.2, 'unit': '元/公斤'}, 'apple': {'name': '富士苹果', 'price': 11.07, 'change_percent': 0.7, 'unit': '元/公斤'}, 'banana': {'name': '香蕉', 'price': 7.44, 'change_percent': 3.6, 'unit': '元/公斤'}}",,6.68,26.84,89.83,81.9,13.08,21.68,16.17,11.07,7.44,2023,12,23,5,4,357,122.33142857142857,138.56466666666668,177.06466666666668,2.91696492483894,0.22698856694518355,0.22441618718819326
2023-12-24,"12月24日：""农产品批发价格200指数""比昨天上升3.16个点",https://www.agri.cn/V20/ZX/nyyw/2023/12/t20231224_53152943.htm,3.16,昨天,108.5,109.8,"{'vegetable': {'name': '蔬菜', 'price': 6.88, 'change_percent': 2.6, 'unit': '元/公斤'}, 'pork': {'name': '猪肉', 'price': 26.07, 'change_percent': 0.1, 'unit': '元/公斤'}, 'beef': {'name': '牛肉', 'price': 90.52, 'change_percent': 1.8, 'unit': '元/公斤'}, 'mutton': {'name': '羊肉', 'price': 81.65, 'change_percent': 3.0, 'unit': '元/公斤'}, 'egg': {'name': '鸡蛋', 'price': 12.96, 'change_percent': -0.0, 'unit': '元/公斤'}, 'chicken': {'name': '白条鸡', 'price': 22.4, 'change_percent': 4.1, 'unit': '元/公斤'}, 'fish': {'name': '活鲤鱼', 'price': 15.93, 'change_percent': -0.3, 'unit': '元/公斤'}, 'apple': {'name': '富士苹果', 'price': 10.94, 'change_percent': -0.5, 'unit': '元/公斤'}, 'banana': {'name': '香蕉', 'price': 7.42, 'change_percent': 3.4, 'unit': '元/公斤'}}",,6.88,26.07,90.52,81.65,12.96,22.4,15.93,10.94,7.42,2023,12,24,6,4,358,118.76857142857143,134.52933333333334,171.943,2.9124423963133643,0.21919767117293537,0.1954777900986663
2023-12-25,"12月25日：""农产品批发价格200指数""比昨天上升3.07个点",https://www.agri.cn/V20/ZX/nyyw/2023/12/t20231225_41343313.htm,3.07,昨天,105.34,106.6,"{'vegetable': {'name': '蔬菜', 'price': 6.72, 'change_percent': 0.2, 'unit': '元/公斤'}, 'pork': {'name': '猪肉', 'price': 26.37, 'change_percent': 1.3, 'unit': '元/公斤'}, 'beef': {'name': '牛肉', 'price': 89.68, 'change_percent': 0.9, 'unit': '元/公斤'}, 'mutton': {'name': '羊肉', 'price': 81.82, 'change_percent': 3.2, 'unit': '元/公斤'}, 'egg': {'name': '鸡蛋', 'price': 13.43, 'change_percent': 3.6, 'unit': '元/公斤'}, 'chicken': {'name': '白条鸡', 'price': 21.91, 'change_percent': 1.8, 'unit': '元/公斤'}, 'fish': {'name': '活鲤鱼', 'price': 16.56, 'change_percent': 3.7, 'unit': '元/公斤'}, 'apple': {'name': '富士苹果', 'price': 11.09, 'change_percent': 0.8, 'unit': '元/公斤'}, 'banana': {'name': '香蕉', 'price': 7.38, 'change_percent': 2.9, 'unit': '元/公斤'}}",,6.72,26.37,89.68,81.82,13.43,21.91,16.56,11.09,7.38,2023,12,25,0,4,359,115.31000000000002,130.61133333333333,166.9706666666667,2.914372508069109,0.21302805538466613,0.16742707390145622
2023-12-26,"12月26日：""农产品批发价格200指数""比昨天上升2.98个点",https://www.agri.cn/V20/ZX/nyyw/2023/12/t20231226_78888599.htm,2.98,昨天,102.27,103.5,"{'vegetable': {'name': '蔬菜', 'price': 6.77, 'change_percent': 0.9, 'unit': '元/公斤'}, 'pork': {'name': '猪肉', 'price': 26.56, 'change_percent': 2.0, 'unit': '元/公斤'}, 'beef': {'name': '牛肉', 'price': 90.96, 'change_percent': 2.3, 'unit': '元/公斤'}, 'mutton': {'name': '羊肉', 'price': 81.94, 'change_percent': 3.4, 'unit': '元/公斤'}, 'egg': {'name': '鸡蛋', 'price': 12.98, 'change_percent': 0.2, 'unit': '元/公斤'}, 'chicken': {'name': '白条鸡', 'price': 22.42, 'change_percent': 4.1, 'unit': '元/公斤'}, 'fish': {'name': '活鲤鱼', 'price': 16.48, 'change_percent': 3.2, 'unit': '元/公斤'}, 'apple': {'name': '富士苹果', 'price': 11.54, 'change_percent': 5.0, 'unit': '元/公斤'}, 'banana': {'name': '香蕉', 'price': 7.46, 'change_percent': 4.0, 'unit': '元/公斤'}}",,6.77,26.56,90.96,81.94,12.98,22.42,16.48,11.54,7.46,2023,12,26,1,4,360,111.95142857142858,126.80733333333333,162.143,2.913855480590594,0.2076397980019881,0.14017527050733114
2023-12-27,"12月27日：""农产品批发价格200指数""比昨天上升2.89个点",https://www.agri.cn/V20/ZX/nyyw/2023/12/t20231227_58563465.htm,2.89,昨天,99.29,100.48,"{'vegetable': {'name': '蔬菜', 'price': 6.63, 'change_percent': -1.3, 'unit': '元/公斤'}, 'pork': {'name': '猪肉', 'price': 26.47, 'change_percent': 1.7, 'unit': '元/公斤'}, 'beef': {'name': '牛肉', 'price': 91.65, 'change_percent': 3.1, 'unit': '元/公斤'}, 'mutton': {'name': '羊肉', 'price': 80.48, 'change_percent': 1.5, 'unit': '元/公斤'}, 'egg': {'name': '鸡蛋', 'price': 13.0, 'change_percent': 0.3, 'unit': '元/公斤'}, 'chicken': {'name': '白条鸡', 'price': 21.96, 'change_percent': 2.1, 'unit': '元/公斤'}, 'fish': {'name': '活鲤鱼', 'price': 16.46, 'change_percent': 3.1, 'unit': '元/公斤'}, 'apple': {'name': '富士苹果', 'price': 11.35, 'change_percent': 3.2, 'unit': '元/公斤'}, 'banana': {'name': '香蕉', 'price': 7.25, 'change_percent': 1.1, 'unit': '元/公斤'}}",,6.63,26.47,91.65,80.48,13.0,21.96,16.46,11.35,7.25,2023,12,27,2,4,361,108.68999999999998,123.114,157.45600000000002,2.9106657266592806,0.20139986286471542,0.11372237991629129
2023-12-28,"12月28日：""农产品批发价格200指数""比昨天上升2.81个点",https://www.agri.cn/V20/ZX/nyyw/2023/12/t20231228_25775927.htm,2.81,昨天,96.4,97.55,"{'vegetable': {'name': '蔬菜', 'price': 6.65, 'change_percent': -0.9, 'unit': '元/公斤'}, 'pork': {'name': '猪肉', 'price': 27.05, 'change_percent': 3.9, 'unit': '元/公斤'}, 'beef': {'name': '牛肉', 'price': 90.02, 'change_percent': 1.3, 'unit': '元/公斤'}, 'mutton': {'name': '羊肉', 'price': 80.92, 'change_percent': 2.1, 'unit': '元/公斤'}, 'egg': {'name': '鸡蛋', 'price': 13.61, 'change_percent': 5.0, 'unit': '元/公斤'}, 'chicken': {'name': '白条鸡', 'price': 21.98, 'change_percent': 2.1, 'unit': '元/公斤'}, 'fish': {'name': '活鲤鱼', 'price': 16.13, 'change_percent': 1.0, 'unit': '元/公斤'}, 'apple': {'name': '富士苹果', 'price': 11.51, 'change_percent': 4.7, 'unit': '元/公斤'}, 'banana': {'name': '香蕉', 'price': 7.43, 'change_percent': 3.6, 'unit': '元/公斤'}}",,6.65,27.05,90.02,80.92,13.61,21.98,16.13,11.51,7.43,2023,12,28,3,4,362,105.52428571428572,119.52866666666667,152.87033333333335,2.9149377593360994,0.19603206734764983,0.08806840212833646
2023-12-29,"12月29日：""农产品批发价格200指数""比昨天上升2.73个点",https://www.agri.cn/V20/ZX/nyyw/2023/12/t20231229_14192484.htm,2.73,昨天,93.59,94.71,"{'vegetable': {'name': '蔬菜', 'price': 6.77, 'change_percent': 1.0, 'unit': '元/公斤'}, 'pork': {'name': '猪肉', 'price': 26.59, 'change_percent': 2.1, 'unit': '元/公斤'}, 'beef': {'name': '牛肉', 'price': 90.96, 'change_percent': 2.4, 'unit': '元/公斤'}, 'mutton': {'name': '羊肉', 'price': 81.97, 'change_percent': 3.4, 'unit': '元/公斤'}, 'egg': {'name': '鸡蛋', 'price': 12.81, 'change_percent': -1.1, 'unit': '元/公斤'}, 'chicken': {'name': '白条鸡', 'price': 22.28, 'change_percent': 3.6, 'unit': '元/公斤'}, 'fish': {'name': '活鲤鱼', 'price': 16.36, 'change_percent': 2.5, 'unit': '元/公斤'}, 'apple': {'name': '富士苹果', 'price': 11.43, 'change_percent': 4.0, 'unit': '元/公斤'}, 'banana': {'name': '香蕉', 'price': 7.39, 'change_percent': 3.0, 'unit': '元/公斤'}}",,6.77,26.59,90.96,81.97,12.81,22.28,16.36,11.43,7.39,2023,12,29,4,4,363,102.45,116.04733333333334,148.418,2.9169783096484667,0.19068797749708155,0.06312456905423504
2023-12-30,"12月30日：""农产品批发价格200指数""比昨天上升2.65个点",https://www.agri.cn/V20/ZX/nyyw/2023/12/t20231230_53470234.htm,2.65,昨天,90.86,91.95,"{'vegetable': {'name': '蔬菜', 'price': 6.97, 'change_percent': 3.9, 'unit': '元/公斤'}, 'pork': {'name': '猪肉', 'price': 26.9, 'change_percent': 3.4, 'unit': '元/公斤'}, 'beef': {'name': '牛肉', 'price': 90.33, 'change_percent': 1.7, 'unit': '元/公斤'}, 'mutton': {'name': '羊肉', 'price': 80.55, 'change_percent': 1.7, 'unit': '元/公斤'}, 'egg': {'name': '鸡蛋', 'price': 13.51, 'change_percent': 4.3, 'unit': '元/公斤'}, 'chicken': {'name': '白条鸡', 'price': 21.89, 'change_percent': 1.7, 'unit': '元/公斤'}, 'fish': {'name': '活鲤鱼', 'price': 16.04, 'change_percent': 0.5, 'unit': '元/公斤'}, 'apple': {'name': '富士苹果', 'price': 11.4, 'change_percent': 3.8, 'unit': '元/公斤'}, 'banana': {'name': '香蕉', 'price': 7.44, 'change_percent': 3.7, 'unit': '元/公斤'}}",,6.97,26.9,90.33,80.55,13.51,21.89,16.04,11.4,7.44,2023,12,30,5,4,364,99.46428571428571,112.66733333333333,144.09533333333334,2.9165749504732554,0.18370525046291541,0.038890880693987016
2023-12-31,"12月31日：""农产品批发价格200指数""比昨天上升2.57个点",https://www.agri.cn/V20/ZX/nyyw/2023/12/t20231231_66199934.htm,2.57,昨天,88.21,89.27,"{'vegetable': {'name': '蔬菜', 'price': 6.63, 'change_percent': -1.2, 'unit': '元/公斤'}, 'pork': {'name': '猪肉', 'price': 26.2, 'change_percent': 0.7, 'unit': '元/公斤'}, 'beef': {'name': '牛肉', 'price': 90.42, 'change_percent': 1.8, 'unit': '元/公斤'}, 'mutton': {'name': '羊肉', 'price': 81.98, 'change_percent': 3.5, 'unit': '元/公斤'}, 'egg': {'name': '鸡蛋', 'price': 13.54, 'change_percent': 4.5, 'unit': '元/公斤'}, 'chicken': {'name': '白条鸡', 'price': 22.06, 'change_percent': 2.5, 'unit': '元/公斤'}, 'fish': {'name': '活鲤鱼', 'price': 16.26, 'change_percent': 1.9, 'unit': '元/公斤'}, 'apple': {'name': '富士苹果', 'price': 11.04, 'change_percent': 0.5, 'unit': '元/公斤'}, 'banana': {'name': '香蕉', 'price': 7.51, 'change_percent': 4.7, 'unit': '元/公斤'}}",,6.63,26.2,90.42,81.98,13.54,22.06,16.26,11.04,7.51,2023,12,31,6,4,365,96.5657142857143,109.38533333333334,139.89833333333337,2.9135018705362206,0.17905838366836907,0.015367337047592399
2024-01-01,"1月1日：""农产品批发价格200指数""比昨天上升2.49个点",https://www.agri.cn/V20/ZX/nyyw/2024/01/t20240101_70645696.htm,2.49,昨天,85.64,86.67,"{'vegetable': {'name': '蔬菜', 'price': 7.01, 'change_percent': 1.8, 'unit': '元/公斤'}, 'pork': {'name': '猪肉', 'price': 26.97, 'change_percent': 1.0, 'unit': '元/公斤'}, 'beef': {'name': '牛肉', 'price': 92.8, 'change_percent': 1.8, 'unit': '元/公斤'}, 'mutton': {'name': '羊肉', 'price': 82.88, 'change_percent': 1.9, 'unit': '元/公斤'}, 'egg': {'name': '鸡蛋', 'price': 13.17, 'change_percent': -1.0, 'unit': '元/公斤'}, 'chicken': {'name': '白条鸡', 'price': 22.83, 'change_percent': 3.4, 'unit': '元/公斤'}, 'fish': {'name': '活鲤鱼', 'price': 16.89, 'change_percent': 3.1, 'unit': '元/公斤'}, 'apple': {'name': '富士苹果', 'price': 11.7, 'change_percent': 3.7, 'unit': '元/公斤'}, 'banana': {'name': '香蕉', 'price': 7.73, 'change_percent': 5.0, 'unit': '元/公斤'}}",,7.01,26.97,92.8,82.88,13.17,22.83,16.89,11.7,7.73,2024,1,1,0,1,1,93.75142857142858,106.19866666666667,135.82366666666667,2.9075198505371325,0.1751597909937584,-0.007446061884948684
2024-01-02,"1月2日：""农产品批发价格200指数""比昨天上升2.42个点",https://www.agri.cn/V20/ZX/nyyw/2024/01/t20240102_79322985.htm,2.42,昨天,83.15,84.15,"{'vegetable': {'name': '蔬菜', 'price': 7.06, 'change_percent': 2.5, 'unit': '元/公斤'}, 'pork': {'name': '猪肉', 'price': 27.83, 'change_percent': 4.2, 'unit': '元/公斤'}, 'beef': {'name': '牛肉', 'price': 91.88, 'change_percent': 0.8, 'unit': '元/公斤'}, 'mutton': {'name': '羊肉', 'price': 82.39, 'change_percent': 1.3, 'unit': '元/公斤'}, 'egg': {'name': '鸡蛋', 'price': 13.63, 'change_percent': 2.5, 'unit': '元/公斤'}, 'chicken': {'name': '白条鸡', 'price': 22.3, 'change_percent': 1.0, 'unit': '元/公斤'}, 'fish': {'name': '活鲤鱼', 'price': 16.79, 'change_percent': 2.5, 'unit': '元/公斤'}, 'apple': {'name': '富士苹果', 'price': 11.35, 'change_percent': 0.6, 'unit': '元/公斤'}, 'banana': {'name': '香蕉', 'price': 7.47, 'change_percent': 1.4, 'unit': '元/公斤'}}",,7.06,27.83,91.88,82.39,13.63,22.3,16.79,11.35,7.47,2024,1,2,1,1,2,91.02,103.10533333333333,131.86766666666668,2.91040288634997,0.17053138239332302,-0.029549316103636362
